cust_id	cust_sex	age	visit_cnt	tot_spd	spd_per_visit	promo_share	morning	midday	evening	weekend	weekday	wz_spend_share
200100008429362 	2	33	10	1058.95	105.8950073	1	0.284824763	0.09476863	0.619463188	0.766970245	0.23208643	0
200100008674880 	1	47	1	207.8	207.8000031	0.234939759	0	0.995210728	0	0	0.995210728	0
200100008153223 	2	65	19	1971.68	103.7726794	0.198194491	0	0.016120203	0.983372847	0.337459707	0.66203343	0
200100007961618 	2	21	4	790.67	197.6675262	0	0	0.302019799	0.696717067	0.486907396	0.51182949	0
200100005466655 	2	62	30	1545.02	51.50068359	0.49300158	0.093465801	0.79030021	0.115587127	0.200721856	0.798631283	0.01173075
200100009014993 	1	32	8	2186.9	273.3625488	0.129955945	0.156588519	0.697061073	0.145893334	0.145893334	0.853649523	0
200100006687870 	2	31	31	1569.16	50.618105	0.304753013	0.045664137	0.388508212	0.565190842	0.301255913	0.698107248	0
200100007937993 	2	64	30	1474.87	49.16234945	0.464306434	0.637027642	0.183959292	0.178335499	0.289049874	0.710272601	0
200100001411485 	1	65	17	1557.55	91.62056957	1	0	0.070000964	0.929357433	0.232074685	0.767283732	1
200100001781726 	1	55	23	6269.81	272.6005647	0.540968708	0.055287829	0.765678144	0.178874529	0.630647992	0.369192539	0.275413463
200100007944598 	2	28	13	1057.4	81.33846342	0.314864142	0.032596375	0.632369604	0.334089199	0.451058237	0.547997027	0
200100009407816 	2	44	22	4508.25	204.9204102	0.226247394	0	0.238449847	0.731740358	0.257319969	0.742458345	0
200100002394549 	2	65	18	1354.15	75.23059082	0.261324035	0.298859877	0.626904795	0.073497402	0.330885847	0.668376182	0
200100007528589 	2	31	15	1105.72	73.71467285	0.454973081	0.182702054	0.699472329	0.116922087	0.478440811	0.520655674	0
200100001690840 	1	39	15	2117.91	141.1940267	0.451600601	0	0.185378312	0.80867516	0.256924543	0.742603458	0.094536511
200100009400385 	1	65	10	1509.56	150.9560425	0.24062031	0.302801554	0.0869876	0.60954884	0.768324365	0.231013669	0
200100010057482 		65	2	592.65	296.3249817	0.753774712	0	0	0.998315506	0	0.998315506	0
200100002256219 	1	65	5	973.2	194.6400024	0.377497363	0	0.800554303	0.198419229	0	0.998973517	0
200100008504656 	1	30	19	5254.6	276.5577714	0.025641026	0.013128854	0.367436662	0.619244234	0.461488713	0.538321106	0
200100008490692 	1	48	4	1070.1	267.5250549	0.250620277	0	0.435346838	0.563719485	0.333395559	0.665670821	0
200100010143027 		65	6	406.1	67.68331909	0.5090909	0	0	0.997543601	0.697617335	0.299926322	0
200100006398318 	2	36	48	4847.64	100.9924215	0.808203782	0.098543101	0.406817176	0.494433593	0.555724947	0.444068911	0.171108727
200100003864922 	1	65	27	2765.45	102.4240904	1	0.086609196	0.627464848	0.285564537	0.777729613	0.221908957	0.025870499
200100009957776 		65	15	434.2	28.94666951	0	0.370634214	0.157398904	0.469669123	0.416360305	0.581341936	0
200100002007183 	1	65	2	177.5	88.74999237	0	0	0.994397759	0	0.849859927	0.144537811	0
200100009401384 	2	65	25	5327.43	213.097168	0.208268921	0.060693302	0.252982601	0.686136487	0.420992696	0.578819677	0
200100009469839 	1	65	10	767.9	76.79000244	0.135076244	0	0.30277021	0.695929251	0.180257527	0.818441953	0
200100008056914 	1	26	17	2348.4	138.1412425	0.115207369	0	0.472844111	0.526730196	0.41653187	0.583042411	0
200100001432463 	2	40	11	3434	312.181796	0.282596511	0	0.437816565	0.561892314	0.12995633	0.869752576	0
200100008117182 	1	29	4	774.7	193.6749725	0.33651029	0	0.728374417	0.270336483	0.728374417	0.270336483	0
200100005077669 	1	35	27	5171.52	191.5376881	0.312739978	0.126217029	0.115262968	0.758326757	0.28102356	0.718783158	0
200100005071752 	1	28	4	565	141.2499695	0.684210526	0	0	0.998233216	0.315724403	0.682508866	0
200100009648245 	2	65	19	1916.45	100.8658769	0.379549382	0	0.099767927	0.899710404	0.096951674	0.902526721	0.495431952
200100002039943 	2	45	5	399.95	79.98998413	0.487402285	0.191295659	0.157126819	0.649083407	0.157126819	0.840379104	0
200100006525803 	2	65	19	2669.5	140.5000514	0.149286505	0	0	0.999625538	0.287174673	0.712450843	0
200100007588480 	2	48	22	958.66	43.5754561	0.207391447	0.065137649	0.048454659	0.885365581	0.776889691	0.222068241	1
200100007449202 	1	24	3	172.7	57.56666056	0	0	0.994242948	0	0.156016111	0.838226804	0
200100008675023 	2	47	7	837.7	119.6714303	0	0	0.131274579	0.867533118	0.216167879	0.782639817	0
200100007453818 	1	50	5	2602.78	520.5558594	0.603053478	0	0.120171416	0.87944455	0.295762274	0.703853622	0
200100007743669 	2	28	12	1896.3	158.0250854	0.193107234	0	0	0.999472935	0.155115153	0.84435775	0
200100002072595 	2	26	5	270.1	54.02000122	0.272727273	0	0	0.996311324	0	0.996311324	0
200100009219458 	2	39	41	2719.47	66.32852992	0.146521729	0.102757987	0.33281013	0.564064356	0.474844443	0.524788018	0
200100009402949 	1	65	15	1539.65	102.6433675	0.267130094	0.127283941	0.047317695	0.824749283	0.284490323	0.714860561	0
200100002089059 	2	25	44	4919.89	111.8157626	0.116064563	0	0.105224664	0.845300686	0.204426061	0.795370799	0
200100008772147 	2	30	19	8611.52	453.2377159	0.997140663	0.007454264	0.306425993	0.686003638	0.653420824	0.346463066	0
200100009355062 	1	22	14	1456.8	104.0571463	0.247058812	0	0.032926323	0.966387711	0.234051291	0.765262618	0
200100009885326 		65	12	1036.6	86.38334147	0	0.262239767	0.084136466	0.652660012	0	0.999036237	0
200100001780017 	2	65	20	1680.61	84.03053589	0.272141049	0	0	0.916211307	0.448201473	0.551203931	0.257540524
200100008486486 	2	31	6	1021	170.166687	0.585788541	0	0.361937372	0.637084125	0.493052861	0.505968665	0
200100001439159 	1	27	3	644.7	214.8999837	0.209205024	0	0.689019711	0.309431605	0.998451293	0	0
200100009946538 		65	18	1234.61	68.58946398	0.386503075	0.026059998	0.534060065	0.439070558	0.140036082	0.859154576	0
200100010337905 		65	8	1512.5	189.0625458	1	0.102147345	0.016121574	0.881070367	0.170730092	0.828609168	0
200100001781369 	2	65	10	926.38	92.63800659	0.214673258	0	0	0.998921693	0.24647933	0.752442413	0
200100008775739 	2	23	14	885.5	63.25	0.112612609	0	0.190298955	0.808573013	0.451776715	0.547095391	0
200100009919451 		65	4	278.8	69.70000458	0.217948719	0.315582522	0.186561807	0.494281608	0.524303028	0.472122936	0
200100007601841 	2	35	8	627.3	78.41249847	0.54076087	0	0.296991898	0.701416554	0.565414622	0.432993782	0
200100008139280 	1	30	3	234.4	78.13332113	0	0	0	0.995751912	0	0.995751912	1
200100009408694 	1	26	6	589.92	98.31999715	0	0.06532187	0	0.932985892	0.283964002	0.714343748	0
200100007361941 	1	46	3	481.45	160.4833272	0.672131142	0.270390701	0	0.727536514	0	0.997927246	1
200100009036702 	1	20	1	171.2	171.1999969	0	0	0	0.994192799	0.994192799	0	0
200100008043707 	2	50	6	1904.17	317.3617961	0.296873337	0	0.573738822	0.425736323	0.498207488	0.501267656	0
200100009155615 	2	60	4	629.64	157.4099884	0.035460993	0	0.047095015	0.951319276	0.282252943	0.716161366	1
200100007546231 	2	38	9	2009.3	223.2556152	0	0.400238779	0.461970845	0.137292908	0.408148028	0.591354473	0
200100009029582 	1	31	4	722.62	180.6549988	0.574867447	0	0	0.998618059	0.819007253	0.179610848	1
200100008627768 	2	45	7	1574.06	224.8657575	0.424354208	0	0.461188778	0.538176286	0.35662133	0.642743697	0
200100009323965 	2	65	27	4095.39	151.6810167	0.191006785	0.045625536	0.224170537	0.729959817	0.225955035	0.773800699	0
200100007633202 	1	46	5	720.7	144.1399902	0.30695188	0.739781094	0.037550226	0.221283074	0.834003068	0.164611336	0
200100009646063 	2	65	13	578.1	44.46922889	0	0.361250214	0.55879811	0.078224825	0.411327918	0.586945265	0.038664324
200100004745084 	1	65	6	640.14	106.6900024	0	0.366534602	0.631905676	0	0.531709169	0.466731109	0
200100008872034 	2	28	27	3647.9	135.1073405	0.572727298	0	0.217956116	0.781769762	0.303820334	0.695905645	0
200100008592282 	1	36	166	15194.9	91.53528567	0.392148322	0.155897942	0.767950969	0.070724623	0.33231667	0.667617683	0.066284081
200100001784368 	2	65	5	92	18.40000153	0	0	0.043010753	0.946236559	0.638709694	0.350537618	0
200100006729396 	2	28	8	1065.65	133.2062988	0.267139465	0.009281396	0.67988564	0.309895484	0.08700137	0.912061187	0
200100009635105 	2	65	3	214.7	71.56666565	0	0.446917024	0.3959203	0.152526677	0	0.995364002	0
200100005339623 	2	24	9	744	82.66665988	0	0.18926176	0.108993293	0.700402726	0.639328895	0.359328905	0
200100007542753 	1	32	2	154.7	77.3500061	0	0	0.993577393	0	0	0.993577393	0
200100010005826 		65	2	407.08	203.539978	0.24542125	0	0	0.9975495	0.9975495	0	0
200100001383742 	2	28	5	694.4	138.8800293	0	0	0.69183198	0.306729933	0.290911678	0.707650213	0
200100002371222 	1	34	44	10005.6	227.4001243	0.247390978	0.005876111	0.104125082	0.889899038	0.267846734	0.732053503	0
200100007436373 	2	26	5	697	139.4	0	0	0	0.998567335	0.269627525	0.728939811	0
200100006691900 	1	50	5	1949.8	389.9601807	0	0	0	0.999487327	0.435001029	0.564486361	0
200100009380992 	1	65	36	2914.88	80.9688992	0.717582047	0.188395973	0.527490898	0.283770263	0.355481007	0.644176085	0.042238591
200100008770360 	1	32	10	645.5	64.5500061	0.121802671	0	0	0.998453115	0.730085005	0.268368111	0
200100001405386 	1	65	5	1102.8	220.5600342	1	0	0.361478513	0.637615415	0.551458529	0.447635427	0
200100005110598 	2	65	4	131.8	32.94999695	0	0	0	0.992469765	0	0.992469765	0
200100005110397 	2	65	8	1105.6	138.2000122	0	0	0.784746053	0.214350264	0	0.999096331	0
200100001743055 	2	55	9	1945.92	216.213406	0.351095459	0.285794989	0.562837733	0.150853678	0.787510595	0.211975835	0
200100006851834 	2	46	32	2842.41	88.82531738	0.352634485	0.302520601	0.23443334	0.462694497	0.293098822	0.706549573	0
200100009557104 	1	65	1	407.4	407.3999634	0.165016506	0.99755142	0	0	0.99755142	0	0
200100008621664 	1	45	7	982.88	140.411438	0.335311539	0	0	0.998983678	0.245029898	0.753953827	0.053882491
200100009206034 	1	26	14	2310.6	165.0428118	0	0	0.255883387	0.743684012	0.181865384	0.817702055	0
200100007824381 	2	27	1	150.24	150.2400055	0.238003839	0	0	0.993387994	0	0.993387994	0
200100003914085 	2	28	29	1808.44	62.3600527	0.420377818	0.329991608	0.16355336	0.505902374	0.311974965	0.687472378	0.052928382
200100008224627 	2	65	3	473.6	157.8666585	0.19345239	0.389380565	0	0.608512398	0	0.997892963	0
200100009385247 	2	65	33	6603.24	200.0982481	0.397445083	0	0.213857676	0.785990721	0.167028785	0.83281965	0
200100004747222 	1	65	23	660.12	28.70087201	0.248581179	0	0.057478225	0.941009283	0.593871059	0.404616449	0
200100006694896 	1	36	20	3106.7	155.3350342	0.327458786	0	0.092512149	0.90716607	0.483412154	0.516266026	0
200100002013496 	1	42	3	487.4	162.4666341	0	0.091113848	0.90683865	0	0.091113848	0.90683865	1
200100009279214 	1	23	19	1438	75.6842298	0.95893491	0.188533663	0.524530784	0.286240392	0.332175044	0.667129881	0
200100007628631 	1	60	10	1141.1	114.1100098	0.099206346	0.257070292	0.558532501	0.183521573	0.390158479	0.608965941	0
200100008787047 	2	29	16	1544.5	96.53126526	0.411840428	0	0.548819204	0.450533836	0.248010384	0.751342714	0
200100005416549 	2	28	4	371.6	92.8999939	0.196463648	0	0.424315629	0.573000568	0.568706403	0.428609795	0
200100009755334 		65	6	1135.13	189.1883138	0.221472192	0.19401829	0.805101569	0	0.683046877	0.316072996	0
200100009127848 	2	33	41	5008.9	122.1682188	0.314476866	0.288494802	0.338569678	0.372735965	0.341934987	0.657865408	0
200100007964001 	2	30	4	1673.2	418.3000488	0.107758617	0.026639587	0.039839917	0.932923166	0.781328436	0.218074282	0
200100009882382 		65	1	158	158	0	0	0	0.993710692	0.993710692	0	0
200100006818222 	2	29	14	1240	88.57142857	0.630533017	0.230862185	0.347058775	0.421273165	0.211603505	0.787590546	0
200100009171774 	1	45	9	1190	132.2222358	0.243161097	0	0.254853064	0.744307356	0.279874047	0.719286373	0
200100009758061 		65	10	1077.92	107.7920166	0.705280128	0	0.288084376	0.710988715	0.940495986	0.058577097	0
200100009294076 	2	65	16	1596.02	99.75127411	0.772922684	0	0.174387308	0.824986603	0.348724511	0.650649437	0
200100006463196 	2	5	15	1082.9	72.1933431	0.648266996	0	0.151490015	0.84758756	0.395700769	0.60337675	0
200100002053711 	1	65	3	836.3	278.7666423	0.179977503	0.216290452	0	0.782515196	0.529678698	0.469126914	0
200100008804251 	2	24	1	177.8	177.8000031	0	0	0	0.994407159	0	0.994407159	0
200100009818602 		65	2	333.5	166.7499847	0	0	0	0.997010463	0	0.997010463	0
200100010194424 		65	2	42.5	21.24999809	0	0	0	0.977011492	0	0.977011492	0
200100009866917 		65	4	418.6	104.6499939	0.302419364	0.049094375	0.228312699	0.720209722	0.049094375	0.948522457	0
200100004667807 	1	36	27	3751.53	138.9455566	0.295132906	0.031312204	0.823383049	0.14503813	0.424875922	0.574857396	0.210269131
200100008744575 	2	65	70	7781.39	111.1627441	0.347771198	0.585429989	0.399407593	0.015033923	0.463846583	0.536024828	0.034649931
200100007894815 	2	53	19	3287.6	173.0315584	0.127272725	0.691479739	0.243021398	0.065194922	0.608769799	0.390926306	0
200100002398004 	1	38	10	1182.2	118.2200317	0.329949239	0.043779577	0.523411046	0.431964118	0.502028366	0.497126416	0
200100009209122 	1	28	23	3537.45	153.802193	0.307692308	0	0	0.999717321	0.186211473	0.813505883	0
200100009479896 	2	26	9	4256.56	472.9508464	0.149303725	0	0.80306571	0.196699529	0.741095973	0.258669294	0
200100004664087 	2	36	18	2186.09	121.4494765	1	0.567050358	0.204106861	0.228385691	0.182479938	0.817063	0.428462821
200100010124286 		65	11	749.5	68.13636919	0.480446959	0	0	0.998667555	0.213324476	0.78534312	0
200100005455155 	2	39	2	198.8	99.3999939	0	0.678178168	0	0.316816846	0.994994995	0	0
200100008798712 	1	59	10	3240.93	324.0930664	0.206502765	0	0.782691111	0.217000318	0.441875583	0.557815846	0
200100007388180 	2	45	3	510.3	170.0999959	0.3125	0	0.998044201	0	0	0.998044201	0
200100008658857 	2	48	8	818.33	102.2912598	0.374527124	0.232140888	0.766638528	0	0.266803346	0.731976033	0
200100002029903 	1	42	12	274.66	22.8883311	0	0	0	0.996372343	0	0.996372343	0
200100004758962 	1	65	8	988	123.4999924	0.460171428	0	0	0.998988816	0.18897876	0.810010087	0
200100001792186 	1	51	26	3652.2	140.4691913	0.541818182	0.158628054	0.134128993	0.706969229	0.107604287	0.892121947	0
200100009356658 	2	44	16	732.04	45.752491	0.418850448	0	0.551675224	0.446960594	0.318181794	0.680454087	0
200100008877562 	1	28	40	4241.25	106.0312378	0.311752602	0.064399783	0.089009354	0.846354894	0.317461188	0.682302945	0
200100010033273 		65	4	608.9	152.2250061	0.454545455	0	0	0.998360387	0.450893621	0.547466816	0
200100010098249 		65	7	333.5	47.64285278	0	0	0.121674132	0.875336298	0.150971586	0.846038787	0
200100008799174 	2	31	3	754.7	251.5666911	0.151975686	0	0.311896266	0.686780457	0.311896266	0.686780457	0
200100007559365 	2	34	2	89.5	44.75	0.055045876	0	0.988950276	0	0.60994476	0.379005516	0
200100001697741 	1	65	34	5129.67	150.8725873	0.514018655	0.308678984	0.475134788	0.215991274	0.17789099	0.821914151	0.251254588
200100002111683 	2	65	87	7835.28	90.06065351	0.260404411	0.082386047	0.784994908	0.102227087	0.492134098	0.507738384	0.337100569
200100001303652 	2	38	16	2771.45	173.2156067	0.348288738	0.118054437	0.439412801	0.442172103	0.457934361	0.541704947	0.926022982
200100010091223 		65	4	550.4	137.5999908	0.143678164	0	0	0.998186434	0.816285828	0.18190062	0
200100008678037 	1	27	11	1412.21	128.382757	0.379897767	0	0.892195718	0.107096608	0.226647115	0.772645233	0
200100008897039 	2	36	2	502.8	251.3999939	0	0	0.259626848	0.738388267	0.998015085	0	0
200100005436648 	2	65	44	3045.02	69.20501154	0.648741317	0.091102473	0.47964878	0.42892033	0.463588506	0.536083036	0.693876764
200100001407809 	2	65	52	17915.6	344.5304612	0.280156673	0.187178584	0.083994826	0.728770782	0.192530046	0.807414113	0
200100008168729 	1	41	6	1537.2	256.1999715	0	0	0.922961901	0.076387988	0.999349889	0	0
200100009541511 	2	65	7	395.2	56.45713588	1	0	0	0.997475945	0.544421985	0.453053961	0
200100006517534 	2	65	3	464.9	154.9666341	0.345381547	0	0.072762409	0.925091224	0	0.997853616	0
200100010192796 		65	2	369.5	184.75	0	0	0	0.997300945	0.763022975	0.234278011	0
200100002136474 	1	27	12	1205.2	100.4333394	0.329787234	0	0.40963354	0.589537284	0.727076675	0.272094174	0
200100001341689 	1	32	2	358.5	179.25	0.232188996	0	0	0.997218359	0	0.997218359	0
200100010243877 		65	2	1016.1	508.0500793	0	0	0	0.999016813	0.999016813	0	0
200100009395291 	2	65	55	3582.8	65.14182351	0.735537174	0	0.126123116	0.873597782	0.407305104	0.592415863	0
200100006840869 	1	38	7	1038.3	148.3285784	0.5	0	0.394207679	0.604830193	0.039064756	0.959973079	0
200100008215982 	2	65	4	186.4	46.59999847	0	0.855923154	0.138740666	0	0.022411953	0.972251883	0
200100008053990 	2	26	34	3232.27	95.06673656	0.476675426	0	0.015931239	0.983759397	0.621033839	0.378656952	0.044927327
200100009299557 	2	65	12	1148.42	95.70170085	0.190345577	0	0.714116611	0.285013279	0.378382111	0.620747779	0.239504006
200100009204879 	2	27	27	2412.92	89.36738643	0.110746674	0.087997938	0.356929798	0.554657956	0.427909736	0.571675899	0
200100009211614 	2	30	3	1549.52	516.5068359	0.185529902	0	0.388527726	0.610827369	0.388527726	0.610827369	0
200100009158126 	2	27	37	7850.54	212.1768502	0.669316351	0.011871541	0.056117581	0.931883472	0.215801981	0.784070671	0.176593518
200100008028267 	1	28	8	600.3	75.03749084	0	0	0.186429398	0.811907488	0.307833014	0.690503872	0
200100001822791 	1	30	18	2429.43	134.968316	1	0	0.16935276	0.830235941	0.703204859	0.296383817	0
200100005105788 	1	65	2	481.98	240.9899902	0.75	0	0.442647736	0.555281785	0	0.997929521	0
200100009014715 	1	30	15	662.44	44.16266276	0	0	0.106023136	0.892469522	0.234685876	0.763806783	0
200100009312388 	2	49	61	3771.85	61.83357614	0.461973117	0	0.00712989	0.992605279	0.27798618	0.721748898	0.123775456
200100007939729 	2	36	2	958.25	479.1249695	0	0	0.414865772	0.584091715	0.998957519	0	0
200100003931517 	1	65	20	1399.32	69.96602783	0.610814957	0.042990176	0.184957731	0.771338006	0.783263904	0.21602206	0
200100007648065 	2	37	14	2413.21	172.3721924	0.211229324	0.055753237	0.021071079	0.922761486	0.330791468	0.668794369	0.391404949
200100005044569 	1	34	21	2094.21	99.72431873	0	0.421881372	0.464192121	0.113449256	0.923158059	0.076364662	0
200100002418246 	2	34	11	2120.1	192.7364169	0.112359551	0.184998339	0.566357018	0.248173118	0.240629862	0.758898627	0
200100006506026 	1	36	37	2220.8	60.02162954	0.298730404	0	0	0.999550024	0.341884902	0.657664903	0
200100009417696 	1	29	9	794.75	88.30556912	0.377700967	0	0	0.998743401	0.877097161	0.121646259	0
200100008884709 	1	22	9	1081.6	120.1778022	0	0	0.676888899	0.322187286	0.186310714	0.812765514	0
200100007921196 	2	30	1	1461.49	1461.490234	0.272584425	0	0	0.999316235	0.999316235	0	0
200100005094768 	2	65	17	4632.56	272.5033318	0.164341091	0	0.317544178	0.682240058	0.727962976	0.27182126	0
200100008196572 	2	64	10	296.5	29.6499939	0	0.285042001	0.193277311	0.518319369	0.374453787	0.622184894	1
200100008151409 	1	65	18	1784.79	99.15500895	0.201792669	0.153377507	0.238292279	0.607770204	0.651028368	0.348411621	0
200100004709341 	1	33	2	440.3	220.1499939	0.163732389	0	0	0.997733968	0.260140508	0.737593425	0
200100006522187 	2	30	5	619.4	123.8800049	0	0	0.091876205	0.906511931	0.82237265	0.176015462	0
200100006489939 	1	31	31	5792.33	186.8494676	0.344547832	0.022612173	0.262025022	0.715190278	0.19693304	0.80289437	0
200100001693422 	2	45	1	138.5	138.4999847	0	0	0	0.992831541	0.992831541	0	0
200100007480101 	2	32	7	395.62	56.5171378	0.44784831	0	0.595582684	0.401896011	0.401896011	0.595582684	0
200100009635572 	2	65	13	521.3	40.09999906	0	0.072180742	0.477120463	0.448784222	0.617461244	0.380624177	0
200100009759841 		65	21	1076.8	51.27620443	0.538278914	0	0	0.999072297	0.289571374	0.709500951	0
200100006444255 	2	36	16	3143.55	196.4718628	1	0	0.216215378	0.783466573	0.672099295	0.327582656	0
200100008831396 	2	65	36	4868.96	135.2488471	0.600509858	0.425580463	0.574214146	0	0.173235516	0.826559119	0
200100009445817 	2	35	9	1626.79	180.754503	0	0	0.283457935	0.715927641	0.397833842	0.601551753	0
200100009355828 	2	42	21	3428.13	163.2442918	0.158801772	0	0.096963366	0.902745015	0.252609247	0.747099062	0
200100009703071 		65	15	3161.64	210.775944	0.490953389	0	0.636367149	0.363316737	0.179754908	0.819928977	0
200100008479859 	1	30	26	8771.14	337.3515625	0.735756588	0	0.342441656	0.657444291	0.666871821	0.333014127	0
200100008791165 	2	31	14	1997.5	142.6786848	1	0	0.235726797	0.763772888	0.271103338	0.728396378	0
200100008458543 	2	37	28	8645.45	308.7661133	0.854685005	0.035899081	0.882691898	0.081293381	0.864189474	0.135694829	0.11288911
200100002136792 	2	29	1	104.5	104.5000076	0	0.990521328	0	0	0	0.990521328	0
200100005343357 	2	27	5	647.8	129.5599976	0.090909091	0.104500611	0.241060438	0.652897679	0.345561061	0.652897679	0
200100001227876 	2	57	18	1368.41	76.02277968	0.756896959	0.919381234	0.079888418	0	0.351129307	0.648140429	0.521832637
200100010067735 		65	7	231.35	33.04999869	0	0	0.037658704	0.958037445	0.635033351	0.360662797	0
200100005422006 	2	35	4	171.95	42.98749924	0.159420282	0	0.852269422	0.141948549	0.692974896	0.30124313	0
200100007556535 	2	34	7	712.27	101.7528512	0.591994541	0	0.587281118	0.411316845	0.887167497	0.111430456	0
200100009958104 		65	2	89.36	44.67999649	0.445783131	0	0.58499332	0.403939794	0.403939794	0.58499332	0
200100002255837 	2	65	43	1606.62	37.36327273	0.408634247	0.002425946	0.291673339	0.505424148	0.328236719	0.671141206	0
200100008864637 	2	32	3	298	99.33332316	0	0	0	0.996655518	0.413043504	0.58361204	0
200100007622498 	1	22	11	1656.86	150.6236794	0.326823662	0	0.626470214	0.372926526	0.694630367	0.304766372	0
200100009912150 		65	36	2930.69	81.40802002	0.934219393	0.021148214	0.161633745	0.816876983	0.449437056	0.550221886	0
200100008047720 	1	27	16	1862.08	116.3800583	0.468017201	0	0.103430872	0.896032342	0.059954488	0.939508734	0
